source,doc_id,condition,sentiment_label,p_pos,p_neg,p_neu,signed_polarity,affective_extremity,is_subjective
human,1067,-,NEGATIVE,0.121838,0.560496,0.317665,-0.438658,0.682335,1
gpt,1067,baseline,NEUTRAL,0.204092,0.039521,0.756387,0.164571,0.243613,0
mistral,1067,baseline,NEGATIVE,0.018253,0.816222,0.165525,-0.797969,0.834475,1
gpt,1067,human_like,NEUTRAL,0.074484,0.172313,0.753203,-0.097828,0.246797,0
mistral,1067,human_like,NEUTRAL,0.023179,0.041248,0.935573,-0.018069,0.064427,0
gpt,1067,detector_aware,NEUTRAL,0.044597,0.277767,0.677636,-0.23317,0.322364,0
mistral,1067,detector_aware,NEGATIVE,0.002685,0.936472,0.060843,-0.933786,0.939157,1
gpt,1067,detector_evasive,NEGATIVE,0.036863,0.556577,0.40656,-0.519715,0.59344,1
mistral,1067,detector_evasive,NEUTRAL,0.023033,0.291775,0.685191,-0.268742,0.314809,0
human,1068,-,NEUTRAL,0.018527,0.137136,0.844337,-0.118609,0.155663,0
gpt,1068,baseline,NEUTRAL,0.267625,0.039509,0.692867,0.228116,0.307133,0
mistral,1068,baseline,NEUTRAL,0.14818,0.058849,0.792971,0.089331,0.207029,0
gpt,1068,human_like,NEUTRAL,0.048642,0.120858,0.8305,-0.072216,0.1695,0
mistral,1068,human_like,NEGATIVE,0.022824,0.635522,0.341654,-0.612698,0.658346,1
gpt,1068,detector_aware,NEUTRAL,0.056632,0.198655,0.744713,-0.142023,0.255287,0
mistral,1068,detector_aware,NEGATIVE,0.008165,0.678288,0.313547,-0.670122,0.686453,1
gpt,1068,detector_evasive,NEGATIVE,0.058883,0.522554,0.418563,-0.463671,0.581437,1
mistral,1068,detector_evasive,NEGATIVE,0.062501,0.488824,0.448675,-0.426324,0.551325,1
human,1069,-,NEUTRAL,0.049649,0.123236,0.827115,-0.073587,0.172885,0
gpt,1069,baseline,NEUTRAL,0.118523,0.045933,0.835544,0.07259,0.164456,0
mistral,1069,baseline,NEUTRAL,0.026678,0.032199,0.941124,-0.005521,0.058876,0
gpt,1069,human_like,NEUTRAL,0.10432,0.087174,0.808506,0.017146,0.191494,0
mistral,1069,human_like,NEUTRAL,0.025516,0.294869,0.679615,-0.269353,0.320385,0
gpt,1069,detector_aware,NEGATIVE,0.02309,0.651221,0.325689,-0.628132,0.674311,1
mistral,1069,detector_aware,NEUTRAL,0.075106,0.185635,0.739259,-0.110529,0.260741,0
gpt,1069,detector_evasive,NEUTRAL,0.076044,0.259574,0.664381,-0.18353,0.335619,0
mistral,1069,detector_evasive,NEUTRAL,0.066395,0.190132,0.743473,-0.123737,0.256527,0
human,1070,-,NEUTRAL,0.024153,0.292665,0.683182,-0.268513,0.316818,0
gpt,1070,baseline,NEUTRAL,0.215293,0.042193,0.742513,0.1731,0.257487,0
mistral,1070,baseline,NEGATIVE,0.021603,0.618532,0.359866,-0.596929,0.640134,1
gpt,1070,human_like,NEUTRAL,0.056506,0.165462,0.778032,-0.108956,0.221968,0
mistral,1070,human_like,NEUTRAL,0.043603,0.088008,0.868389,-0.044405,0.131611,0
gpt,1070,detector_aware,NEUTRAL,0.0381,0.469142,0.492758,-0.431042,0.507242,0
mistral,1070,detector_aware,NEUTRAL,0.010247,0.117261,0.872492,-0.107014,0.127508,0
gpt,1070,detector_evasive,NEGATIVE,0.068332,0.493244,0.438424,-0.424912,0.561576,1
mistral,1070,detector_evasive,NEGATIVE,0.06468,0.755632,0.179688,-0.690952,0.820312,1
human,1071,-,NEGATIVE,0.028607,0.607125,0.364268,-0.578518,0.635732,1
gpt,1071,baseline,NEUTRAL,0.463411,0.023749,0.51284,0.439662,0.48716,0
mistral,1071,baseline,NEUTRAL,0.049732,0.044892,0.905376,0.00484,0.094624,0
gpt,1071,human_like,NEUTRAL,0.068656,0.085004,0.84634,-0.016347,0.15366,0
mistral,1071,human_like,NEUTRAL,0.155605,0.063518,0.780878,0.092087,0.219122,0
gpt,1071,detector_aware,NEGATIVE,0.021803,0.660137,0.31806,-0.638334,0.68194,1
mistral,1071,detector_aware,NEUTRAL,0.025374,0.331771,0.642855,-0.306398,0.357145,0
gpt,1071,detector_evasive,NEUTRAL,0.098772,0.314959,0.58627,-0.216187,0.41373,0
mistral,1071,detector_evasive,NEGATIVE,0.026916,0.494706,0.478378,-0.46779,0.521622,1
human,1072,-,NEGATIVE,0.060256,0.559943,0.3798,-0.499687,0.6202,1
gpt,1072,baseline,NEUTRAL,0.269898,0.031847,0.698254,0.238051,0.301746,0
mistral,1072,baseline,NEGATIVE,0.075392,0.609863,0.314745,-0.534471,0.685255,1
gpt,1072,human_like,NEUTRAL,0.084938,0.078285,0.836778,0.006653,0.163222,0
mistral,1072,human_like,NEUTRAL,0.043939,0.141137,0.814924,-0.097199,0.185076,0
gpt,1072,detector_aware,NEUTRAL,0.034566,0.339829,0.625605,-0.305264,0.374395,0
mistral,1072,detector_aware,NEGATIVE,0.005055,0.731967,0.262978,-0.726912,0.737022,1
gpt,1072,detector_evasive,NEUTRAL,0.081487,0.324323,0.594191,-0.242836,0.405809,0
mistral,1072,detector_evasive,NEUTRAL,0.016583,0.170944,0.812473,-0.154362,0.187527,0
human,1073,-,NEUTRAL,0.167859,0.123585,0.708556,0.044275,0.291444,0
gpt,1073,baseline,NEUTRAL,0.276378,0.046886,0.676736,0.229492,0.323264,0
mistral,1073,baseline,NEGATIVE,0.013239,0.864793,0.121967,-0.851554,0.878033,1
gpt,1073,human_like,NEUTRAL,0.079861,0.127604,0.792535,-0.047743,0.207465,0
mistral,1073,human_like,NEUTRAL,0.024639,0.128495,0.846866,-0.103856,0.153134,0
gpt,1073,detector_aware,NEGATIVE,0.036593,0.537788,0.425619,-0.501196,0.574381,1
mistral,1073,detector_aware,NEUTRAL,0.033234,0.099115,0.867651,-0.065881,0.132349,0
gpt,1073,detector_evasive,NEUTRAL,0.084056,0.291994,0.62395,-0.207938,0.37605,0
mistral,1073,detector_evasive,NEGATIVE,0.011734,0.930133,0.058132,-0.918399,0.941868,1
human,1074,-,NEGATIVE,0.007885,0.837512,0.154602,-0.829627,0.845398,1
gpt,1074,baseline,NEUTRAL,0.196293,0.055059,0.748648,0.141234,0.251352,0
mistral,1074,baseline,NEGATIVE,0.004326,0.912465,0.083209,-0.908139,0.916791,1
gpt,1074,human_like,NEUTRAL,0.066232,0.240202,0.693566,-0.173969,0.306434,0
mistral,1074,human_like,NEUTRAL,0.114919,0.050474,0.834607,0.064445,0.165393,0
gpt,1074,detector_aware,NEUTRAL,0.080036,0.146638,0.773326,-0.066602,0.226674,0
mistral,1074,detector_aware,NEGATIVE,0.005633,0.848187,0.14618,-0.842554,0.85382,1
gpt,1074,detector_evasive,NEUTRAL,0.049014,0.235917,0.71507,-0.186903,0.28493,0
mistral,1074,detector_evasive,NEGATIVE,0.019527,0.602723,0.37775,-0.583196,0.62225,1
human,1075,-,NEUTRAL,0.017412,0.152629,0.82996,-0.135217,0.17004,0
gpt,1075,baseline,NEUTRAL,0.178513,0.059045,0.762442,0.119467,0.237558,0
mistral,1075,baseline,NEUTRAL,0.100727,0.249125,0.650148,-0.148399,0.349852,0
gpt,1075,human_like,NEUTRAL,0.087341,0.125137,0.787522,-0.037795,0.212478,0
mistral,1075,human_like,NEUTRAL,0.067664,0.051694,0.880642,0.01597,0.119358,0
gpt,1075,detector_aware,NEUTRAL,0.041406,0.432625,0.525969,-0.391219,0.474031,0
mistral,1075,detector_aware,NEUTRAL,0.049163,0.170342,0.780495,-0.121179,0.219505,0
gpt,1075,detector_evasive,NEUTRAL,0.146753,0.238424,0.614823,-0.091672,0.385177,0
mistral,1075,detector_evasive,NEGATIVE,0.00601,0.931703,0.062287,-0.925693,0.937713,1
human,1076,-,NEUTRAL,0.017959,0.421734,0.560307,-0.403775,0.439693,0
gpt,1076,baseline,NEUTRAL,0.341273,0.047958,0.610769,0.293314,0.389231,0
mistral,1076,baseline,NEGATIVE,0.006607,0.849665,0.143727,-0.843058,0.856273,1
gpt,1076,human_like,NEUTRAL,0.072541,0.13658,0.790879,-0.064039,0.209121,0
mistral,1076,human_like,NEUTRAL,0.055797,0.05362,0.890583,0.002177,0.109417,0
gpt,1076,detector_aware,NEUTRAL,0.026145,0.203894,0.769961,-0.17775,0.230039,0
mistral,1076,detector_aware,NEUTRAL,0.01102,0.48265,0.50633,-0.47163,0.49367,0
gpt,1076,detector_evasive,NEUTRAL,0.128779,0.190319,0.680902,-0.06154,0.319098,0
mistral,1076,detector_evasive,NEGATIVE,0.01093,0.875991,0.113079,-0.865061,0.886921,1
human,1077,-,NEUTRAL,0.014119,0.40694,0.578941,-0.392821,0.421059,0
gpt,1077,baseline,POSITIVE,0.73817,0.022151,0.239679,0.716019,0.760321,1
mistral,1077,baseline,NEGATIVE,0.011679,0.602576,0.385745,-0.590896,0.614255,1
gpt,1077,human_like,NEUTRAL,0.053446,0.190315,0.756239,-0.136869,0.243761,0
mistral,1077,human_like,NEUTRAL,0.043062,0.196026,0.760912,-0.152964,0.239088,0
gpt,1077,detector_aware,NEUTRAL,0.025401,0.396333,0.578266,-0.370932,0.421734,0
mistral,1077,detector_aware,NEUTRAL,0.039027,0.387861,0.573112,-0.348834,0.426888,0
gpt,1077,detector_evasive,NEUTRAL,0.16012,0.276826,0.563053,-0.116706,0.436947,0
mistral,1077,detector_evasive,NEUTRAL,0.103328,0.244145,0.652527,-0.140816,0.347473,0
human,1078,-,NEUTRAL,0.214575,0.222107,0.563318,-0.007532,0.436682,0
gpt,1078,baseline,POSITIVE,0.531292,0.030434,0.438275,0.500858,0.561725,1
mistral,1078,baseline,NEUTRAL,0.070032,0.116298,0.81367,-0.046266,0.18633,0
gpt,1078,human_like,NEUTRAL,0.083628,0.108551,0.807821,-0.024923,0.192179,0
mistral,1078,human_like,NEUTRAL,0.216566,0.070543,0.71289,0.146023,0.28711,0
gpt,1078,detector_aware,NEUTRAL,0.033951,0.24109,0.724959,-0.207138,0.275041,0
mistral,1078,detector_aware,NEGATIVE,0.006352,0.815093,0.178556,-0.808741,0.821444,1
gpt,1078,detector_evasive,NEUTRAL,0.124569,0.235897,0.639535,-0.111328,0.360465,0
mistral,1078,detector_evasive,NEGATIVE,0.029801,0.651959,0.31824,-0.622158,0.68176,1
human,1079,-,NEUTRAL,0.046204,0.395267,0.558529,-0.349062,0.441471,0
gpt,1079,baseline,NEUTRAL,0.331842,0.050714,0.617444,0.281129,0.382556,0
mistral,1079,baseline,NEGATIVE,0.005356,0.867163,0.127481,-0.861807,0.872519,1
gpt,1079,human_like,NEUTRAL,0.103141,0.117716,0.779143,-0.014575,0.220857,0
mistral,1079,human_like,NEUTRAL,0.073271,0.067361,0.859368,0.005911,0.140632,0
gpt,1079,detector_aware,NEUTRAL,0.08057,0.175293,0.744137,-0.094723,0.255863,0
mistral,1079,detector_aware,NEUTRAL,0.084922,0.276935,0.638143,-0.192013,0.361857,0
gpt,1079,detector_evasive,NEUTRAL,0.129104,0.292981,0.577915,-0.163877,0.422085,0
mistral,1079,detector_evasive,NEUTRAL,0.052489,0.258435,0.689076,-0.205946,0.310924,0
human,1080,-,NEGATIVE,0.04131,0.662159,0.296531,-0.620849,0.703469,1
gpt,1080,baseline,NEUTRAL,0.33859,0.04246,0.618951,0.29613,0.381049,0
mistral,1080,baseline,NEUTRAL,0.037186,0.220503,0.742311,-0.183316,0.257689,0
gpt,1080,human_like,NEUTRAL,0.101965,0.209795,0.68824,-0.107829,0.31176,0
mistral,1080,human_like,NEUTRAL,0.052869,0.042247,0.904884,0.010622,0.095116,0
gpt,1080,detector_aware,NEGATIVE,0.016294,0.558125,0.425581,-0.541832,0.574419,1
mistral,1080,detector_aware,NEGATIVE,0.00259,0.945585,0.051826,-0.942995,0.948174,1
gpt,1080,detector_evasive,NEUTRAL,0.045093,0.289451,0.665456,-0.244359,0.334544,0
mistral,1080,detector_evasive,NEUTRAL,0.041123,0.216562,0.742315,-0.175438,0.257685,0
human,1081,-,NEUTRAL,0.022589,0.109606,0.867805,-0.087018,0.132195,0
gpt,1081,baseline,NEUTRAL,0.332221,0.024627,0.643152,0.307594,0.356848,0
mistral,1081,baseline,NEUTRAL,0.06164,0.165861,0.772499,-0.104221,0.227501,0
gpt,1081,human_like,NEUTRAL,0.074212,0.177967,0.747821,-0.103756,0.252179,0
mistral,1081,human_like,NEUTRAL,0.076009,0.076314,0.847677,-0.000305,0.152323,0
gpt,1081,detector_aware,NEUTRAL,0.045822,0.239587,0.714591,-0.193764,0.285409,0
mistral,1081,detector_aware,NEGATIVE,0.003744,0.919673,0.076583,-0.91593,0.923417,1
gpt,1081,detector_evasive,NEUTRAL,0.070747,0.378494,0.55076,-0.307747,0.44924,0
mistral,1081,detector_evasive,NEGATIVE,0.039589,0.703697,0.256714,-0.664108,0.743286,1
human,1082,-,NEGATIVE,0.01438,0.704781,0.280839,-0.690401,0.719161,1
gpt,1082,baseline,NEUTRAL,0.32366,0.030145,0.646195,0.293514,0.353805,0
mistral,1082,baseline,NEGATIVE,0.022827,0.526561,0.450612,-0.503733,0.549388,1
gpt,1082,human_like,NEUTRAL,0.116277,0.160151,0.723571,-0.043874,0.276429,0
mistral,1082,human_like,POSITIVE,0.486774,0.051872,0.461354,0.434901,0.538646,1
gpt,1082,detector_aware,NEGATIVE,0.045825,0.489802,0.464373,-0.443976,0.535627,1
mistral,1082,detector_aware,NEGATIVE,0.039878,0.584947,0.375175,-0.545069,0.624825,1
gpt,1082,detector_evasive,NEUTRAL,0.085809,0.400393,0.513799,-0.314584,0.486201,0
mistral,1082,detector_evasive,NEGATIVE,0.035348,0.567162,0.39749,-0.531814,0.60251,1
human,1083,-,NEGATIVE,0.062666,0.54799,0.389345,-0.485324,0.610655,1
gpt,1083,baseline,POSITIVE,0.508709,0.04574,0.445551,0.462968,0.554449,1
mistral,1083,baseline,NEGATIVE,0.037376,0.78478,0.177844,-0.747405,0.822156,1
gpt,1083,human_like,NEUTRAL,0.083194,0.143321,0.773485,-0.060127,0.226515,0
mistral,1083,human_like,NEUTRAL,0.064597,0.083918,0.851485,-0.019321,0.148515,0
gpt,1083,detector_aware,NEUTRAL,0.13351,0.089821,0.776669,0.043689,0.223331,0
mistral,1083,detector_aware,NEUTRAL,0.023229,0.296404,0.680367,-0.273175,0.319633,0
gpt,1083,detector_evasive,NEGATIVE,0.051021,0.582464,0.366515,-0.531444,0.633485,1
mistral,1083,detector_evasive,NEGATIVE,0.039472,0.734871,0.225657,-0.695399,0.774343,1
human,1084,-,NEUTRAL,0.007624,0.011363,0.981013,-0.003738,0.018987,0
gpt,1084,baseline,NEUTRAL,0.190863,0.065491,0.743647,0.125372,0.256353,0
mistral,1084,baseline,NEUTRAL,0.313781,0.072128,0.614091,0.241654,0.385909,0
gpt,1084,human_like,NEUTRAL,0.078839,0.091025,0.830136,-0.012185,0.169864,0
mistral,1084,human_like,NEUTRAL,0.07903,0.285957,0.635013,-0.206927,0.364987,0
gpt,1084,detector_aware,NEUTRAL,0.037092,0.409954,0.552954,-0.372862,0.447046,0
mistral,1084,detector_aware,NEUTRAL,0.069799,0.139565,0.790636,-0.069766,0.209364,0
gpt,1084,detector_evasive,NEUTRAL,0.079074,0.393604,0.527322,-0.31453,0.472678,0
mistral,1084,detector_evasive,NEGATIVE,0.026591,0.542616,0.430793,-0.516025,0.569207,1
human,1085,-,NEGATIVE,0.000806,0.972462,0.026732,-0.971656,0.973268,1
gpt,1085,baseline,NEUTRAL,0.260019,0.044453,0.695528,0.215565,0.304472,0
mistral,1085,baseline,NEUTRAL,0.019663,0.26264,0.717697,-0.242977,0.282303,0
gpt,1085,human_like,NEUTRAL,0.11723,0.10209,0.78068,0.01514,0.21932,0
mistral,1085,human_like,NEUTRAL,0.072368,0.025539,0.902093,0.046828,0.097907,0
gpt,1085,detector_aware,NEUTRAL,0.067629,0.331509,0.600862,-0.26388,0.399138,0
mistral,1085,detector_aware,NEGATIVE,0.003836,0.881434,0.11473,-0.877599,0.88527,1
gpt,1085,detector_evasive,NEUTRAL,0.25577,0.258033,0.486198,-0.002263,0.513802,0
mistral,1085,detector_evasive,NEGATIVE,0.014885,0.607957,0.377158,-0.593072,0.622842,1
human,1086,-,NEGATIVE,0.010208,0.696886,0.292907,-0.686678,0.707093,1
gpt,1086,baseline,POSITIVE,0.652924,0.028826,0.31825,0.624097,0.68175,1
mistral,1086,baseline,NEUTRAL,0.050111,0.089888,0.860001,-0.039776,0.139999,0
gpt,1086,human_like,NEUTRAL,0.049812,0.172702,0.777485,-0.12289,0.222515,0
mistral,1086,human_like,NEUTRAL,0.044314,0.156714,0.798972,-0.112399,0.201028,0
gpt,1086,detector_aware,NEUTRAL,0.04728,0.167636,0.785084,-0.120356,0.214916,0
mistral,1086,detector_aware,NEUTRAL,0.072085,0.330694,0.597221,-0.258609,0.402779,0
gpt,1086,detector_evasive,NEGATIVE,0.043261,0.554341,0.402398,-0.51108,0.597602,1
mistral,1086,detector_evasive,NEGATIVE,0.015909,0.880991,0.1031,-0.865082,0.8969,1
human,1087,-,NEUTRAL,0.0222,0.02845,0.949349,-0.00625,0.050651,0
gpt,1087,baseline,NEUTRAL,0.21708,0.131455,0.651465,0.085625,0.348535,0
mistral,1087,baseline,NEGATIVE,0.008502,0.876499,0.114998,-0.867997,0.885002,1
gpt,1087,human_like,NEUTRAL,0.011686,0.276746,0.711568,-0.265059,0.288432,0
mistral,1087,human_like,NEUTRAL,0.034355,0.195201,0.770444,-0.160846,0.229556,0
gpt,1087,detector_aware,NEUTRAL,0.02155,0.15677,0.821679,-0.13522,0.178321,0
mistral,1087,detector_aware,NEUTRAL,0.02272,0.363602,0.613678,-0.340881,0.386322,0
gpt,1087,detector_evasive,NEUTRAL,0.021937,0.083426,0.894637,-0.061489,0.105363,0
mistral,1087,detector_evasive,NEUTRAL,0.012906,0.353811,0.633283,-0.340905,0.366717,0
human,1088,-,NEUTRAL,0.024022,0.219641,0.756337,-0.195619,0.243663,0
gpt,1088,baseline,POSITIVE,0.97696,0.001888,0.021152,0.975072,0.978848,1
mistral,1088,baseline,NEUTRAL,0.009643,0.411218,0.579139,-0.401574,0.420861,0
gpt,1088,human_like,NEUTRAL,0.008824,0.456112,0.535064,-0.447288,0.464936,0
mistral,1088,human_like,POSITIVE,0.672024,0.021986,0.305991,0.650038,0.694009,1
gpt,1088,detector_aware,NEUTRAL,0.013328,0.359288,0.627384,-0.345959,0.372616,0
mistral,1088,detector_aware,NEGATIVE,0.00227,0.94443,0.0533,-0.94216,0.9467,1
gpt,1088,detector_evasive,NEUTRAL,0.02008,0.097209,0.882711,-0.07713,0.117289,0
mistral,1088,detector_evasive,NEUTRAL,0.015765,0.229164,0.755071,-0.2134,0.244929,0
human,1089,-,NEGATIVE,0.004169,0.98823,0.007601,-0.984061,0.992399,1
gpt,1089,baseline,POSITIVE,0.693556,0.027112,0.279332,0.666445,0.720668,1
mistral,1089,baseline,NEUTRAL,0.068355,0.347965,0.58368,-0.279611,0.41632,0
gpt,1089,human_like,NEGATIVE,0.012513,0.699254,0.288232,-0.686741,0.711768,1
mistral,1089,human_like,POSITIVE,0.857511,0.009841,0.132648,0.84767,0.867352,1
gpt,1089,detector_aware,NEUTRAL,0.013589,0.109806,0.876605,-0.096217,0.123395,0
mistral,1089,detector_aware,NEUTRAL,0.031289,0.269536,0.699175,-0.238247,0.300825,0
gpt,1089,detector_evasive,NEGATIVE,0.009394,0.787107,0.203499,-0.777713,0.796501,1
mistral,1089,detector_evasive,NEUTRAL,0.015663,0.102395,0.881942,-0.086733,0.118058,0
human,1090,-,POSITIVE,0.994282,0.001466,0.004252,0.992816,0.995748,1
gpt,1090,baseline,POSITIVE,0.963498,0.003921,0.032581,0.959577,0.967419,1
mistral,1090,baseline,NEGATIVE,0.004798,0.881177,0.114025,-0.876379,0.885975,1
gpt,1090,human_like,NEGATIVE,0.007957,0.616737,0.375306,-0.608779,0.624694,1
mistral,1090,human_like,NEUTRAL,0.13061,0.294439,0.574951,-0.16383,0.425049,0
gpt,1090,detector_aware,NEUTRAL,0.016039,0.084938,0.899024,-0.068899,0.100976,0
mistral,1090,detector_aware,NEUTRAL,0.166802,0.212084,0.621113,-0.045282,0.378887,0
gpt,1090,detector_evasive,NEGATIVE,0.010758,0.525758,0.463485,-0.515,0.536515,1
mistral,1090,detector_evasive,NEGATIVE,0.006775,0.691009,0.302216,-0.684234,0.697784,1
human,1091,-,NEUTRAL,0.054561,0.008946,0.936492,0.045615,0.063508,0
gpt,1091,baseline,NEUTRAL,0.257847,0.218836,0.523317,0.03901,0.476683,0
mistral,1091,baseline,NEGATIVE,0.006904,0.591825,0.401271,-0.584921,0.598729,1
gpt,1091,human_like,NEUTRAL,0.018721,0.308885,0.672394,-0.290163,0.327606,0
mistral,1091,human_like,NEUTRAL,0.026302,0.198885,0.774813,-0.172583,0.225187,0
gpt,1091,detector_aware,NEGATIVE,0.123418,0.560212,0.316369,-0.436794,0.683631,1
mistral,1091,detector_aware,NEUTRAL,0.01322,0.30578,0.681,-0.292561,0.319,0
gpt,1091,detector_evasive,NEGATIVE,0.011016,0.673503,0.31548,-0.662487,0.68452,1
mistral,1091,detector_evasive,NEUTRAL,0.013554,0.354021,0.632426,-0.340467,0.367574,0
human,1092,-,NEUTRAL,0.049381,0.00903,0.941589,0.040352,0.058411,0
gpt,1092,baseline,NEUTRAL,0.193234,0.338829,0.467937,-0.145595,0.532063,0
mistral,1092,baseline,NEGATIVE,0.047845,0.629112,0.323043,-0.581267,0.676957,1
gpt,1092,human_like,NEGATIVE,0.059572,0.68963,0.250798,-0.630058,0.749202,1
mistral,1092,human_like,NEUTRAL,0.271968,0.211279,0.516754,0.060689,0.483246,0
gpt,1092,detector_aware,NEUTRAL,0.041932,0.280272,0.677796,-0.23834,0.322204,0
mistral,1092,detector_aware,NEGATIVE,0.007421,0.862223,0.130356,-0.854802,0.869644,1
gpt,1092,detector_evasive,NEUTRAL,0.032621,0.378017,0.589362,-0.345396,0.410638,0
mistral,1092,detector_evasive,NEUTRAL,0.013239,0.093219,0.893541,-0.07998,0.106459,0
human,1093,-,NEUTRAL,0.077129,0.011114,0.911757,0.066015,0.088243,0
gpt,1093,baseline,POSITIVE,0.825656,0.018494,0.15585,0.807162,0.84415,1
mistral,1093,baseline,NEUTRAL,0.005799,0.446291,0.54791,-0.440492,0.45209,0
gpt,1093,human_like,NEGATIVE,0.005715,0.736797,0.257488,-0.731082,0.742512,1
mistral,1093,human_like,NEUTRAL,0.072632,0.127752,0.799617,-0.05512,0.200383,0
gpt,1093,detector_aware,NEGATIVE,0.0108,0.588941,0.400259,-0.57814,0.599741,1
mistral,1093,detector_aware,NEUTRAL,0.073438,0.338032,0.58853,-0.264594,0.41147,0
gpt,1093,detector_evasive,NEUTRAL,0.026092,0.380962,0.592946,-0.354869,0.407054,0
mistral,1093,detector_evasive,NEUTRAL,0.035478,0.157972,0.80655,-0.122495,0.19345,0
human,1094,-,POSITIVE,0.922934,0.007656,0.069411,0.915278,0.930589,1
gpt,1094,baseline,POSITIVE,0.552525,0.025505,0.42197,0.52702,0.57803,1
mistral,1094,baseline,NEUTRAL,0.297967,0.061393,0.64064,0.236573,0.35936,0
gpt,1094,human_like,NEGATIVE,0.009315,0.517313,0.473372,-0.507998,0.526628,1
mistral,1094,human_like,NEUTRAL,0.021168,0.42331,0.555522,-0.402142,0.444478,0
gpt,1094,detector_aware,NEGATIVE,0.011901,0.632196,0.355904,-0.620295,0.644096,1
mistral,1094,detector_aware,NEUTRAL,0.086433,0.293314,0.620253,-0.206881,0.379747,0
gpt,1094,detector_evasive,NEGATIVE,0.004342,0.907138,0.08852,-0.902796,0.91148,1
mistral,1094,detector_evasive,NEUTRAL,0.012732,0.251022,0.736246,-0.23829,0.263754,0
human,1095,-,NEGATIVE,0.000956,0.980973,0.018071,-0.980017,0.981929,1
gpt,1095,baseline,NEUTRAL,0.202721,0.3912,0.406079,-0.188478,0.593921,0
mistral,1095,baseline,NEGATIVE,0.0057,0.907646,0.086654,-0.901946,0.913346,1
gpt,1095,human_like,NEGATIVE,0.00453,0.821881,0.173589,-0.817352,0.826411,1
mistral,1095,human_like,NEGATIVE,0.021072,0.568711,0.410218,-0.547639,0.589782,1
gpt,1095,detector_aware,NEUTRAL,0.028499,0.108627,0.862874,-0.080128,0.137126,0
mistral,1095,detector_aware,NEUTRAL,0.008904,0.078446,0.912649,-0.069542,0.087351,0
gpt,1095,detector_evasive,NEGATIVE,0.004474,0.756169,0.239357,-0.751696,0.760643,1
mistral,1095,detector_evasive,NEGATIVE,0.00802,0.80545,0.18653,-0.797429,0.81347,1
human,1096,-,NEUTRAL,0.033489,0.017444,0.949067,0.016044,0.050933,0
gpt,1096,baseline,NEUTRAL,0.227717,0.147548,0.624735,0.080169,0.375265,0
mistral,1096,baseline,NEUTRAL,0.018309,0.353994,0.627697,-0.335685,0.372303,0
gpt,1096,human_like,NEGATIVE,0.006717,0.609638,0.383644,-0.602921,0.616356,1
mistral,1096,human_like,NEGATIVE,0.023786,0.544581,0.431633,-0.520795,0.568367,1
gpt,1096,detector_aware,NEGATIVE,0.002959,0.97642,0.020621,-0.97346,0.979379,1
mistral,1096,detector_aware,NEUTRAL,0.045753,0.304307,0.649939,-0.258554,0.350061,0
gpt,1096,detector_evasive,NEUTRAL,0.030591,0.088831,0.880578,-0.05824,0.119422,0
mistral,1096,detector_evasive,NEGATIVE,0.003476,0.780808,0.215716,-0.777331,0.784284,1
human,1097,-,POSITIVE,0.986913,0.001014,0.012072,0.985899,0.987928,1
gpt,1097,baseline,NEUTRAL,0.130585,0.156986,0.71243,-0.026401,0.28757,0
mistral,1097,baseline,NEUTRAL,0.033136,0.05005,0.916814,-0.016914,0.083186,0
gpt,1097,human_like,NEGATIVE,0.01069,0.542859,0.446451,-0.532168,0.553549,1
mistral,1097,human_like,NEUTRAL,0.142776,0.402121,0.455104,-0.259345,0.544896,0
gpt,1097,detector_aware,NEUTRAL,0.02094,0.124995,0.854065,-0.104055,0.145935,0
mistral,1097,detector_aware,NEGATIVE,0.001664,0.976571,0.021765,-0.974907,0.978235,1
gpt,1097,detector_evasive,NEGATIVE,0.017992,0.558525,0.423483,-0.540533,0.576517,1
mistral,1097,detector_evasive,NEUTRAL,0.019659,0.11632,0.864021,-0.096661,0.135979,0
human,1098,-,NEUTRAL,0.010887,0.192271,0.796842,-0.181385,0.203158,0
gpt,1098,baseline,NEUTRAL,0.188743,0.101421,0.709836,0.087322,0.290164,0
